in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,8192,4096,199.0656018257141
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,8192,4096,210.9503984451294
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,8192,4096,325.83680152893066
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,8192,4096,310.2720022201538
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,8192,4096,199.88479614257812
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,8192,4096,210.94400882720947
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,8192,4096,199.48159456253052
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,8192,4096,211.76319122314453
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,8192,4096,202.7519941329956
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,8192,4096,208.076810836792
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,8192,1536,106.90560340881348
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,8192,1536,116.32640361785889
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,8192,1536,68.5375988483429
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,8192,1536,70.43840289115906
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,8192,1536,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,8192,1536,61.849600076675415
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,8192,1536,56.52480125427246
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,8192,1536,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,8192,1536,75.36640167236328
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,8192,1536,89.69600200653076
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,8192,1536,55.70560097694397
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,8192,1536,59.89120006561279
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,8192,1536,57.75359869003296
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,8192,1536,60.62080264091492
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,8192,1536,55.78879714012146
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,8192,1536,59.39199924468994
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,1536,8192,93.79839897155762
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,1536,8192,99.11680221557617
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,1536,8192,64.30720090866089
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,1536,8192,65.53599834442139
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,1536,8192,60.627198219299316
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,1536,8192,59.807997941970825
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,1536,8192,60.21119952201843
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,1536,8192,59.79520082473755
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,1536,8192,76.5887975692749
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,1536,8192,78.23359966278076
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,1536,8192,59.79520082473755
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,1536,8192,59.481602907180786
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,1536,8192,59.79520082473755
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,1536,8192,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,1536,8192,71.27040028572083
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,1536,8192,70.86079716682434
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,1536,8192,4096,93.79839897155762
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,1536,8192,4096,102.80959606170654
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,1536,8192,4096,63.48800063133239
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,1536,8192,4096,66.35519862174988
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,1536,8192,4096,56.13440275192261
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,1536,8192,4096,60.21119952201843
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,1536,8192,4096,60.204797983169556
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,1536,8192,4096,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,1536,8192,4096,74.54720139503479
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,1536,8192,4096,81.09440207481384
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,1536,8192,4096,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,1536,8192,4096,59.807997941970825
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,1536,8192,4096,59.385597705841064
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,1536,8192,4096,58.982402086257935
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,1536,8192,4096,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,1536,8192,4096,59.801602363586426
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,4096,192,26.822400093078613
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,4096,192,28.972798585891724
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,4096,192,19.648000597953796
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,4096,192,20.67839950323105
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,4096,192,18.02240014076233
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,4096,192,19.66080069541931
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,4096,192,18.220800161361694
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,4096,192,19.251200556755066
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,4096,192,19.251200556755066
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,4096,192,19.44960057735443
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,4096,192,18.01600009202957
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,4096,192,18.649600446224213
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,4096,192,16.998399794101715
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,4096,192,17.612800002098083
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,4096,192,18.227200210094452
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,4096,192,18.02240014076233
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,192,4096,18.01600009202957
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,192,4096,17.612800002098083
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,192,4096,14.745600521564484
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,192,4096,15.564799308776855
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,192,4096,15.769599378108976
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,192,4096,16.58879965543747
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,192,4096,17.40799993276596
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,192,4096,17.817600071430206
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,192,4096,15.974399447441101
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,192,4096,15.974399447441101
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,192,4096,17.817600071430206
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,192,4096,17.612800002098083
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,192,4096,19.046400487422943
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,192,4096,19.129599630832672
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,192,4096,22.9312002658844
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,192,4096,22.937600314617157
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,192,4096,4096,16.991999745368958
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,192,4096,4096,17.606399953365326
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,192,4096,4096,14.534400403499603
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,192,4096,4096,16.806399822235107
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,192,4096,4096,15.980799496173859
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,192,4096,4096,16.58879965543747
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,192,4096,4096,17.40799993276596
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,192,4096,4096,17.612800002098083
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,192,4096,4096,15.769599378108976
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,192,4096,4096,15.571199357509613
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,192,4096,4096,17.40799993276596
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,192,4096,4096,17.40799993276596
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,192,4096,4096,19.64160054922104
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,192,4096,4096,19.257600605487823
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,192,4096,4096,22.732800245285034
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,192,4096,4096,22.726400196552277
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,16384,4096,420.03841400146484
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,16384,4096,450.75840950012207
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,16384,4096,262.5472068786621
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,16384,4096,269.92640495300293
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,16384,4096,229.3760061264038
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,16384,4096,240.42880535125732
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,16384,4096,217.90719032287598
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,16384,4096,229.3760061264038
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,16384,4096,332.3904037475586
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,16384,4096,348.7744092941284
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,16384,4096,216.28799438476562
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,16384,4096,228.55679988861084
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,16384,4096,218.31679344177246
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,16384,4096,229.79199886322021
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,16384,4096,215.03360271453857
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,16384,4096,231.8336009979248
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,4096,16384,435.6095790863037
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,4096,16384,413.49120140075684
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,4096,16384,269.51680183410645
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,4096,16384,278.93760204315186
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,4096,16384,246.58560752868652
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,4096,16384,255.9999942779541
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,4096,16384,217.4976110458374
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,4096,16384,235.51359176635742
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,4096,16384,345.9199905395508
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,4096,16384,325.0175952911377
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,4096,16384,217.9136037826538
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,4096,16384,232.65280723571777
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,4096,16384,224.87680912017822
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,4096,16384,257.6256036758423
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,4096,16384,236.33921146392822
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,4096,16384,231.42399787902832
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,16384,765.1328086853027
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,16384,705.7407855987549
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,16384,481.4847946166992
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,16384,466.7391777038574
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,16384,418.4063911437988
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,16384,433.1520080566406
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,16384,374.9887943267822
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,16384,395.26400566101074
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,16384,606.6175937652588
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,16384,542.5151824951172
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,16384,379.90400791168213
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,16384,377.04319953918457
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,16384,373.7600088119507
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,16384,399.9743938446045
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,16384,381.7471981048584
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,16384,372.94719219207764
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,16384,7168,783.9744091033936
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,16384,7168,733.5936069488525
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,16384,7168,472.88317680358887
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,16384,7168,451.1744022369385
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,16384,7168,378.2655954360962
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,16384,7168,399.5584011077881
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,16384,7168,348.37119579315186
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,16384,7168,368.8512086868286
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,16384,7168,617.2671794891357
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,16384,7168,549.0687847137451
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,16384,7168,352.46078968048096
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,16384,7168,368.4351921081543
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,16384,7168,348.5759973526001
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,16384,7168,368.8512086868286
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,16384,7168,342.01600551605225
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,16384,7168,374.5856046676636
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,16384,7168,4096,748.748779296875
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,16384,7168,4096,769.6383953094482
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,16384,7168,4096,466.32962226867676
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,16384,7168,4096,471.24481201171875
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,16384,7168,4096,404.8895835876465
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,16384,7168,4096,425.7791996002197
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,16384,7168,4096,363.5200023651123
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,16384,7168,4096,396.6975927352905
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,16384,7168,4096,671.9488143920898
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,16384,7168,4096,606.6175937652588
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,16384,7168,4096,388.0959987640381
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,16384,7168,4096,374.9887943267822
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,16384,7168,4096,349.1904020309448
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,16384,7168,4096,371.3088035583496
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,16384,7168,4096,350.41279792785645
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,16384,7168,4096,373.77920150756836
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,18432,7168,889.6512031555176
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,18432,7168,820.8383560180664
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,18432,7168,555.2127838134766
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,18432,7168,503.19361686706543
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,18432,7168,429.2736053466797
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,18432,7168,449.3311882019043
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,18432,7168,390.1439905166626
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,18432,7168,409.8112106323242
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,18432,7168,732.3520183563232
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,18432,7168,614.4000053405762
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,18432,7168,399.564790725708
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,18432,7168,407.7695846557617
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,18432,7168,380.3136110305786
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,18432,7168,416.3584232330322
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,18432,7168,383.59038829803467
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,18432,7168,415.53921699523926
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,18432,859.340763092041
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,18432,783.5648059844971
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,18432,556.6463947296143
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,18432,532.473611831665
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,18432,471.65441513061523
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,18432,490.08641242980957
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,18432,420.45440673828125
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,18432,440.934419631958
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,18432,659.8656177520752
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,18432,632.0127964019775
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,18432,426.5984058380127
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,18432,420.4607963562012
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,18432,415.1296138763428
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,18432,445.03040313720703
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,18432,423.3215808868408
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,18432,414.3167972564697
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,18432,4096,925.8879661560059
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,18432,4096,868.7552452087402
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,18432,4096,544.9728012084961
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,18432,4096,504.422378540039
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,18432,4096,418.8159942626953
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,18432,4096,442.16318130493164
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,18432,4096,386.86718940734863
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,18432,4096,415.7440185546875
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,18432,4096,730.3167819976807
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,18432,4096,663.5519981384277
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,18432,4096,429.87518310546875
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,18432,4096,413.08159828186035
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,18432,4096,382.3616027832031
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,18432,4096,407.7568054199219
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,18432,4096,383.99999141693115
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,18432,4096,409.3952178955078
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,18432,7168,4096,871.4176177978516
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,18432,7168,4096,862.6175880432129
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,18432,7168,4096,545.5872058868408
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,18432,7168,4096,539.0336036682129
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,18432,7168,4096,462.6431941986084
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,18432,7168,4096,484.3520164489746
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,18432,7168,4096,412.67199516296387
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,18432,7168,4096,439.29600715637207
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,18432,7168,4096,759.8080158233643
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,18432,7168,4096,681.1647891998291
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,18432,7168,4096,439.29600715637207
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,18432,7168,4096,424.5567798614502
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,18432,7168,4096,387.47520446777344
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,18432,7168,4096,416.3584232330322
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,18432,7168,4096,384.8191976547241
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,18432,7168,4096,408.9856147766113
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,257,7168,27.846398949623108
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,257,7168,28.05759906768799
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,257,7168,23.769600689411163
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,257,7168,24.985599517822266
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,257,7168,19.859200716018677
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,257,7168,20.479999482631683
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,257,7168,22.937600314617157
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,257,7168,23.96160066127777
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,257,7168,26.82879865169525
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,257,7168,27.084800601005554
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,257,7168,22.937600314617157
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,257,7168,23.231999576091766
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,257,7168,27.667200565338135
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,257,7168,27.436798810958862
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,257,7168,34.39359962940216
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,257,7168,33.587199449539185
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,257,46.28480076789856
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,257,49.97119903564453
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,257,35.43039858341217
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,257,31.942400336265568
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,257,33.1712007522583
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,257,31.12959861755371
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,257,35.63520014286041
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,257,35.22560000419617
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,257,41.77919924259186
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,257,31.21280074119568
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,257,35.22560000419617
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,257,31.12959861755371
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,257,29.491201043128967
