in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,128000,7168,4096,2746.9823837280273
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,128000,7168,4096,2565.7344818115234
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,128000,7168,4096,2685.5424880981445
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,512,7168,36.04480028152466
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,512,7168,35.22560000419617
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,512,7168,25.600001215934753
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,512,7168,25.39519965648651
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,512,7168,29.08799946308136
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,512,7168,31.21280074119568
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,512,7168,24.780799448490143
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,512,7168,25.07520020008087
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,512,7168,28.87679934501648
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,512,7168,29.95840013027191
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,512,7168,24.780799448490143
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,512,7168,24.57599937915802
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,512,7168,31.136000156402588
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,512,7168,31.12959861755371
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,512,7168,35.64159870147705
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,512,7168,35.22560000419617
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,512,50.36799907684326
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,512,56.10880255699158
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,512,32.56320059299469
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,512,35.29599905014038
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,512,29.08160090446472
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,512,31.839999556541446
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,512,30.31040132045746
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,512,30.30399978160858
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,512,33.17759931087494
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,512,36.03839874267578
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,512,29.286399483680725
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,512,30.105599761009216
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,512,25.600001215934753
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,512,27.02080011367798
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,512,24.985599517822266
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,512,26.918399333953857
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,512,4096,37.273600697517395
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,512,4096,37.33760118484497
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,512,4096,27.436798810958862
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,512,4096,28.672000765800476
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,512,4096,27.033600211143494
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,512,4096,33.587199449539185
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,512,4096,26.630398631095886
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,512,4096,26.009601354599
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,512,4096,33.184000849723816
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,512,4096,33.17759931087494
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,512,4096,27.033600211143494
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,512,4096,26.508799195289612
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,512,4096,31.948798894882202
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,512,4096,33.25439989566803
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,512,4096,26.412799954414368
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,512,4096,28.26879918575287
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,1536,7168,84.3775987625122
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,1536,7168,88.07039856910706
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,1536,7168,58.16320180892944
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,1536,7168,58.982402086257935
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,1536,7168,54.470402002334595
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,1536,7168,54.444801807403564
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,1536,7168,54.476797580718994
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,1536,7168,54.073601961135864
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,1536,7168,68.77440214157104
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,1536,7168,70.04160284996033
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,1536,7168,54.06079888343811
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,1536,7168,54.1375994682312
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,1536,7168,54.06720042228699
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,1536,7168,53.6575973033905
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,1536,7168,64.30720090866089
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,1536,7168,63.897597789764404
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,1536,95.84640264511108
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,1536,104.44159507751465
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,1536,61.86879873275757
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,1536,65.12640118598938
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,1536,54.476797580718994
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,1536,54.88640069961548
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,1536,52.019202709198
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,1536,54.073601961135864
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,1536,67.99359917640686
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,1536,81.10079765319824
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,1536,52.22399830818176
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,1536,54.48319911956787
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,1536,53.6512017250061
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,1536,56.12159967422485
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,1536,53.6512017250061
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,1536,53.85599732398987
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,1536,4096,88.07039856910706
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,1536,4096,91.839998960495
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,1536,4096,59.79520082473755
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,1536,4096,62.668800354003906
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,1536,4096,54.88640069961548
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,1536,4096,54.88640069961548
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,7168,1536,4096,53.043198585510254
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,7168,1536,4096,58.57279896736145
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,7168,1536,4096,70.04160284996033
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,7168,1536,4096,74.54079985618591
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,7168,1536,4096,53.6575973033905
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,7168,1536,4096,58.16320180892944
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,7168,1536,4096,56.93439841270447
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,7168,1536,4096,58.16320180892944
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,7168,1536,4096,58.246397972106934
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,7168,1536,4096,57.75359869003296
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,16384,512,104.85759973526001
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,16384,512,117.12640523910522
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,16384,512,62.668800354003906
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,16384,512,68.81279945373535
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,16384,512,52.019202709198
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,16384,512,58.771198987960815
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,16384,512,56.11519813537598
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,16384,512,56.93439841270447
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,16384,512,66.45119786262512
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,16384,512,71.27040028572083
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,16384,512,55.295997858047485
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,16384,512,54.95679974555969
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,16384,512,45.46560049057007
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,16384,512,49.15199875831604
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,16384,512,44.230398535728455
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,16384,512,47.513601183891296
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,512,16384,69.0176010131836
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,512,16384,68.00000071525574
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,512,16384,46.694400906562805
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,512,16384,47.10400104522705
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,512,16384,56.518399715423584
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,512,16384,58.246397972106934
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,512,16384,44.23680007457733
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,512,16384,43.41759979724884
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,512,16384,54.88640069961548
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,512,16384,55.295997858047485
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,512,16384,43.827199935913086
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,512,16384,43.41759979724884
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,512,16384,57.34400153160095
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,512,16384,57.34400153160095
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,512,16384,68.60799789428711
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,512,16384,66.75840020179749
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,512,16384,4096,66.96959733963013
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,512,16384,4096,73.7280011177063
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,512,16384,4096,46.26559913158417
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,512,16384,4096,47.92320132255554
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,512,16384,4096,43.39840114116669
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,512,16384,4096,47.116801142692566
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,512,16384,4096,44.6399986743927
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,512,16384,4096,43.62240135669708
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,512,16384,4096,52.505600452423096
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,512,16384,4096,57.74719715118408
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,512,16384,4096,44.23680007457733
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,512,16384,4096,43.62240135669708
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,512,16384,4096,46.374401450157166
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,512,16384,4096,47.10400104522705
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,512,16384,4096,44.230398535728455
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,512,16384,4096,43.41759979724884
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,16384,1536,193.74719858169556
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,16384,1536,216.27519130706787
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,16384,1536,122.06720113754272
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,16384,1536,128.61440181732178
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,16384,1536,106.91200494766235
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,16384,1536,107.315194606781
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,16384,1536,99.94239807128906
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,16384,1536,103.2256007194519
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,16384,1536,137.21599578857422
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,16384,1536,165.07519483566284
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,16384,1536,99.12959933280945
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,16384,1536,104.44799661636353
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,16384,1536,99.11680221557617
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,16384,1536,104.44799661636353
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,16384,1536,98.31039905548096
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,16384,1536,104.85759973526001
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,1536,16384,169.1648006439209
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,1536,16384,174.48960542678833
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,1536,16384,119.60320472717285
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,1536,16384,115.09759426116943
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,1536,16384,106.91200494766235
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,1536,16384,107.315194606781
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,1536,16384,106.49600028991699
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,1536,16384,106.09279870986938
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,1536,16384,144.17920112609863
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,1536,16384,137.63200044631958
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,1536,16384,106.07999563217163
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,1536,16384,105.2672028541565
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,1536,16384,105.67679405212402
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,1536,16384,104.87680435180664
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,1536,16384,127.79519557952881
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,1536,16384,126.5663981437683
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,1536,16384,4096,169.1648006439209
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,1536,16384,4096,184.72959995269775
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,1536,16384,4096,112.23039627075195
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,1536,16384,4096,117.15199947357178
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,1536,16384,4096,100.35200119018555
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,1536,16384,4096,106.49600028991699
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,1536,16384,4096,100.76160430908203
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,1536,16384,4096,105.2672028541565
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,1536,16384,4096,136.8064045906067
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,1536,16384,4096,147.4560022354126
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,1536,16384,4096,100.76800584793091
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,1536,16384,4096,104.85759973526001
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,1536,16384,4096,97.8879988193512
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,1536,16384,4096,104.85759973526001
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,1536,16384,4096,106.08639717102051
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,1536,16384,4096,104.85759973526001
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,8192,7168,380.92799186706543
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,8192,7168,380.3136110305786
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,8192,7168,232.64639377593994
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,8192,7168,235.51359176635742
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,8192,7168,203.1615972518921
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,8192,7168,222.82240390777588
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,8192,7168,195.79520225524902
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,8192,7168,209.71519947052002
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,8192,7168,285.0879907608032
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,8192,7168,287.9487991333008
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,8192,7168,195.3663945198059
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,8192,7168,208.90240669250488
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,8192,7168,203.98080348968506
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,8192,7168,213.40160369873047
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,8192,7168,192.92160272598267
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,8192,7168,208.0832004547119
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,4096,7168,8192,387.6863956451416
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,4096,7168,8192,376.62720680236816
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,4096,7168,8192,234.2911958694458
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,4096,7168,8192,235.52000522613525
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,4096,7168,8192,207.2767972946167
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,4096,7168,8192,218.72639656066895
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,1,4096,7168,8192,203.98080348968506
fp8,fp32,fp8,,0,k,k,n,128,256,64,256,2,2,4096,7168,8192,210.1248025894165
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,1,4096,7168,8192,314.7775888442993
fp8,fp32,fp8,,0,k,k,n,256,64,128,64,2,2,4096,7168,8192,286.31041049957275
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,1,4096,7168,8192,203.98080348968506
fp8,fp32,fp8,,0,k,k,n,256,128,128,128,2,2,4096,7168,8192,208.89599323272705
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,1,4096,7168,8192,208.076810836792
fp8,fp32,fp8,,0,k,k,n,256,192,128,192,2,2,4096,7168,8192,221.18399143218994
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,1,4096,7168,8192,211.35358810424805
fp8,fp32,fp8,,0,k,k,n,256,256,128,256,2,2,4096,7168,8192,207.67359733581543
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,1,7168,8192,4096,388.50560188293457
fp8,fp32,fp8,,0,k,k,n,128,64,64,64,2,2,7168,8192,4096,397.72799015045166
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,1,7168,8192,4096,232.64639377593994
fp8,fp32,fp8,,0,k,k,n,128,128,64,128,2,2,7168,8192,4096,241.6640043258667
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,1,7168,8192,4096,203.97439002990723
fp8,fp32,fp8,,0,k,k,n,128,192,64,192,2,2,7168,8192,4096,220.77438831329346
