in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,7168,257,44.65920031070709
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,7168,257,64.7167980670929
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,7168,257,49.15199875831604
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,7168,257,47.308799624443054
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,7168,257,39.52639997005463
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,7168,257,42.579200863838196
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,7168,257,37.68320083618164
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,7168,257,39.40480053424835
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,7168,257,35.22560000419617
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,7168,257,4096,41.76639914512634
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,7168,257,4096,51.609599590301514
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,7168,257,4096,37.273600697517395
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,7168,257,4096,44.85760033130646
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,7168,257,4096,33.17759931087494
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,7168,257,4096,33.375999331474304
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,7168,257,4096,39.32160139083862
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,7168,257,4096,39.72479999065399
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,7168,257,4096,37.06879913806915
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,7168,257,4096,43.82080137729645
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,7168,257,4096,39.30880129337311
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,7168,257,4096,39.73119854927063
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,7168,257,4096,32.972800731658936
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,7168,257,4096,33.11359882354736
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,7168,257,4096,39.315199851989746
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,7168,257,4096,40.13440012931824
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,2048,7168,186.36800050735474
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,2048,7168,195.37919759750366
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,2048,7168,122.06720113754272
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,2048,7168,129.4335961341858
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,2048,7168,114.27839994430542
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,2048,7168,129.4271945953369
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,2048,7168,117.55520105361938
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,2048,7168,116.7423963546753
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,2048,7168,149.09440279006958
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,2048,7168,152.37120389938354
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,2048,7168,116.32640361785889
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,2048,7168,116.32000207901001
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,2048,7168,124.92159605026245
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,2048,7168,124.10880327224731
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,2048,7168,114.27199840545654
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,2048,7168,113.4592056274414
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,7168,2048,188.8192057609558
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,7168,2048,208.90240669250488
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,7168,2048,128.62080335617065
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,7168,2048,133.93919467926025
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,7168,2048,116.33280515670776
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,7168,2048,123.28959703445435
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,7168,2048,113.4592056274414
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,7168,2048,117.97120571136475
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,7168,2048,156.87040090560913
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,7168,2048,169.57440376281738
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,7168,2048,114.6880030632019
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,7168,2048,119.60959434509277
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,7168,2048,113.04960250854492
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,7168,2048,119.60320472717285
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,7168,2048,112.63999938964844
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,7168,2048,113.86879682540894
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,7168,2048,4096,200.7040023803711
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,7168,2048,4096,200.2943992614746
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,7168,2048,4096,130.25280237197876
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,7168,2048,4096,132.7232003211975
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,7168,2048,4096,119.60320472717285
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,7168,2048,4096,134.33599472045898
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,7168,2048,4096,117.96480417251587
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,7168,2048,4096,118.3743953704834
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,7168,2048,4096,173.26079607009888
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,7168,2048,4096,162.61119842529297
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,7168,2048,4096,119.60320472717285
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,7168,2048,4096,119.60320472717285
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,7168,2048,4096,122.06079959869385
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,7168,2048,4096,138.44480514526367
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,7168,2048,4096,125.33760070800781
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,7168,2048,4096,125.33760070800781
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,2048,7168,4096,182.6751947402954
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,2048,7168,4096,200.2943992614746
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,2048,7168,4096,127.38560438156127
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,2048,7168,4096,129.4335961341858
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,2048,7168,4096,117.1455979347229
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,2048,7168,4096,123.28959703445435
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,2048,7168,4096,115.09759426116943
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,2048,7168,4096,116.32640361785889
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,2048,7168,4096,160.15360355377197
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,2048,7168,4096,156.05759620666504
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,2048,7168,4096,117.55520105361938
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,2048,7168,4096,116.73599481582642
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,2048,7168,4096,122.47040271759033
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,2048,7168,4096,119.19360160827637
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,2048,7168,4096,123.69920015335083
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,2048,7168,4096,125.33760070800781
