in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,7168,8192,4096,780.2879810333252
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,7168,8192,4096,717.6191806793213
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,7168,8192,4096,473.4975814819336
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,7168,8192,4096,481.07519149780273
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,7168,8192,4096,407.7568054199219
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,7168,8192,4096,442.5727844238281
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,7168,8192,4096,387.2767925262451
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,7168,8192,4096,410.00962257385254
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,7168,8192,4096,647.9872226715088
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,7168,8192,4096,584.3071937561035
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,7168,8192,4096,404.0703773498535
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,7168,8192,4096,390.1439905166626
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,7168,8192,4096,348.7744092941284
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,7168,8192,4096,382.77759552001953
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,7168,8192,4096,352.46078968048096
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,7168,8192,4096,373.3504056930542
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,8192,1536,168.74879598617554
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,8192,1536,188.82559537887573
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,8192,1536,114.69440460205078
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,8192,1536,118.3743953704834
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,8192,1536,101.99040174484253
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,8192,1536,112.63999938964844
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,8192,1536,97.89440035820007
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,8192,1536,105.67679405212402
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,8192,1536,138.44480514526367
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,8192,1536,154.41919565200806
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,8192,1536,98.71360063552856
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,8192,1536,107.32159614562988
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,8192,1536,96.66560292243958
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,8192,1536,103.21919918060303
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,8192,1536,93.39519739151001
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,8192,1536,99.94239807128906
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,1536,8192,170.80960273742676
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,1536,8192,169.9903964996338
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,1536,8192,118.3743953704834
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,1536,8192,111.81440353393555
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,1536,8192,104.4543981552124
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,1536,8192,104.038405418396
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,1536,8192,101.98400020599365
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,1536,8192,101.57439708709717
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,1536,8192,144.17920112609863
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,1536,8192,134.75199937820435
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,1536,8192,101.58079862594604
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,1536,8192,102.40000486373901
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,1536,8192,100.35840272903442
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,1536,8192,99.53920245170593
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,1536,8192,124.11520481109619
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,1536,8192,122.06079959869385
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,1536,8192,4096,158.11200141906738
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,1536,8192,4096,174.48960542678833
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,1536,8192,4096,111.81440353393555
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,1536,8192,4096,111.82719469070435
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,1536,8192,4096,97.48479723930359
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,1536,8192,4096,103.63520383834839
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,1536,8192,4096,102.40000486373901
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,1536,8192,4096,101.99040174484253
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,1536,8192,4096,138.84799480438232
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,1536,8192,4096,135.57759523391724
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,1536,8192,4096,104.0511965751648
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,1536,8192,4096,102.81599760055542
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,1536,8192,4096,101.99040174484253
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,1536,8192,4096,99.53280091285706
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,1536,8192,4096,101.17119550704956
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,1536,8192,4096,99.53280091285706
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,4096,192,28.467199206352234
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,4096,192,31.12959861755371
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,4096,192,21.062399446964264
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,4096,192,22.32320010662079
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,4096,192,19.859200716018677
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,4096,192,21.09439969062805
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,4096,192,19.26400065422058
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,4096,192,20.057600736618042
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,4096,192,21.503999829292297
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,4096,192,22.412799298763275
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,4096,192,18.860800564289093
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,4096,192,19.45600062608719
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,4096,192,18.220800161361694
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,4096,192,19.66080069541931
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,4096,192,19.654400646686554
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,4096,192,19.046400487422943
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,192,4096,23.14240038394928
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,192,4096,22.815999388694763
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,192,4096,19.0528005361557
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,192,4096,18.860800564289093
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,192,4096,20.057600736618042
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,192,4096,21.09439969062805
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,192,4096,22.623999416828156
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,192,4096,24.672000110149384
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,192,4096,19.66080069541931
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,192,4096,20.870399475097656
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,192,4096,22.732800245285034
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,192,4096,23.14240038394928
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,192,4096,28.87040078639984
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,192,4096,29.08160090446472
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,192,4096,35.22560000419617
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,192,4096,36.44799888134003
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,192,4096,4096,23.14240038394928
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,192,4096,4096,22.52800017595291
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,192,4096,4096,19.046400487422943
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,192,4096,4096,19.45600062608719
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,192,4096,4096,20.684799551963806
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,192,4096,4096,20.88959962129593
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,192,4096,4096,23.14240038394928
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,192,4096,4096,23.14240038394928
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,192,4096,4096,20.870399475097656
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,192,4096,4096,20.838400721549988
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,192,4096,4096,22.937600314617157
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,192,4096,4096,23.96160066127777
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,192,4096,4096,28.966400027275085
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,192,4096,4096,29.369598627090454
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,192,4096,4096,35.28960049152374
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,192,4096,4096,35.308799147605896
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,16384,4096,921.8048095703125
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,16384,4096,828.2112121582031
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,16384,4096,569.9584007263184
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,16384,4096,531.8655967712402
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,16384,4096,451.1744022369385
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,16384,4096,470.4256057739258
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,16384,4096,415.334415435791
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,16384,4096,455.679988861084
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,16384,4096,723.3471870422363
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,16384,4096,630.3743839263916
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,16384,4096,437.0431900024414
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,16384,4096,433.1520080566406
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,16384,4096,383.5968017578125
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,16384,4096,414.7200107574463
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,16384,4096,374.5728015899658
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,16384,4096,420.03841400146484
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,4096,16384,918.5088157653809
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,4096,16384,869.7855949401855
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,4096,16384,579.1744232177734
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,4096,16384,574.8735904693604
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,4096,16384,499.0975856781006
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,4096,16384,508.10880661010737
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,4096,16384,420.04480361938477
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,4096,16384,461.00478172302246
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,4096,16384,670.3104019165039
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,4096,16384,684.441614151001
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,4096,16384,424.53761100769043
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,4096,16384,442.98877716064453
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,4096,16384,397.5231885910034
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,4096,16384,471.2512016296387
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,4096,16384,424.5503902435303
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,4096,16384,418.41278076171875
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,7168,16384,1620.787239074707
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,7168,16384,1503.8399696350098
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,7168,16384,1046.5279579162598
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,7168,16384,967.2703742980957
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,7168,16384,872.4479675292969
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,7168,16384,882.2784423828125
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,7168,16384,799.5391845703125
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,7168,16384,813.4592056274414
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,7168,16384,1208.9344024658203
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,7168,16384,1170.6368446350098
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,7168,16384,795.4432010650635
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,7168,16384,772.9152202606201
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,7168,16384,694.271993637085
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,7168,16384,769.2287921905518
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,7168,16384,720.2816009521484
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,7168,16384,715.5776023864746
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,16384,7168,1502.0031929016113
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,16384,7168,1382.1951866149902
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,16384,7168,988.1600379943848
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,16384,7168,924.2624282836914
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,16384,7168,841.3375854492188
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,16384,7168,836.4031791687012
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,16384,7168,767.5903797149658
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,16384,7168,797.4912166595459
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,16384,7168,1203.1999588012695
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,16384,7168,1086.2591743469238
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,16384,7168,759.8080158233643
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,16384,7168,743.4239864349365
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,16384,7168,647.1680164337158
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,16384,7168,713.1199836730957
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,16384,7168,632.0127964019775
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,16384,7168,719.2575931549072
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,16384,7168,4096,1649.0495681762695
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,16384,7168,4096,1520.025634765625
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,16384,7168,4096,1033.625602722168
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,16384,7168,4096,973.8240242004395
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,16384,7168,4096,874.9055862426758
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,16384,7168,4096,870.8095550537109
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,16384,7168,4096,801.9968032836914
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,16384,7168,4096,825.7535934448242
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,16384,7168,4096,1539.686393737793
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,16384,7168,4096,1300.6848335266113
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,16384,7168,4096,930.406379699707
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,16384,7168,4096,880.6400299072266
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,16384,7168,4096,765.5424118041992
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,16384,7168,4096,739.3343925476074
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,16384,7168,4096,681.7791938781738
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,16384,7168,4096,730.3167819976807
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,18432,7168,1704.3455123901367
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,18432,7168,1545.8304405212402
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,18432,7168,1107.148838043213
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,18432,7168,1035.4687690734863
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,18432,7168,928.7679672241211
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,18432,7168,930.6112289428711
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,18432,7168,865.8944129943848
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,18432,7168,897.2288131713867
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,18432,7168,1403.9039611816406
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,18432,7168,1219.9935913085938
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,18432,7168,881.4784049987793
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,18432,7168,822.8927612304688
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,18432,7168,714.7520065307617
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,18432,7168,813.0559921264648
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,18432,7168,719.2575931549072
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,18432,7168,807.7312469482422
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,7168,18432,1872.0767974853516
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,7168,18432,1696.5631484985352
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,7168,18432,1208.9344024658203
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,7168,18432,1108.3776473999023
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,7168,18432,992.255973815918
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,7168,18432,994.3039894104004
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,7168,18432,892.7295684814453
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,7168,18432,920.3712463378906
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,7168,18432,1401.4464378356934
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,7168,18432,1321.5744018554688
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,7168,18432,897.4335670471191
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,7168,18432,867.5328254699707
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,7168,18432,779.0656089782715
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,7168,18432,863.0271911621094
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,7168,18432,806.5024375915527
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,7168,18432,803.6416053771973
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,7168,18432,4096,1742.848014831543
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,7168,18432,4096,1588.0191802978516
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,7168,18432,4096,1057.5872421264648
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,7168,18432,4096,1055.5392265319824
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,7168,18432,4096,910.3360176086426
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,7168,18432,4096,937.7792358398438
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,7168,18432,4096,854.0160179138184
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,7168,18432,4096,899.2768287658691
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,7168,18432,4096,1445.2735900878906
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,7168,18432,4096,1278.1567573547363
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,7168,18432,4096,895.5904006958008
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,7168,18432,4096,850.5344390869141
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,7168,18432,4096,734.4128131866455
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,7168,18432,4096,799.5391845703125
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,7168,18432,4096,727.4496078491211
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,7168,18432,4096,801.5872001647949
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,18432,7168,4096,1960.9600067138672
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,18432,7168,4096,1746.1248397827148
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,18432,7168,4096,1245.798397064209
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,18432,7168,4096,1104.691219329834
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,18432,7168,4096,1009.8688125610352
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,18432,7168,4096,988.5696411132812
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,18432,7168,4096,914.4319534301758
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,18432,7168,4096,915.2511596679688
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,18432,7168,4096,1766.1951065063477
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,18432,7168,4096,1534.7904205322266
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,18432,7168,4096,1125.990390777588
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,18432,7168,4096,1002.4959564208984
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,18432,7168,4096,947.2000122070312
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,18432,7168,4096,838.4511947631836
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,18432,7168,4096,805.0687789916992
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,18432,7168,4096,807.7312469482422
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,257,7168,45.67039906978607
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,257,7168,45.46560049057007
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,257,7168,37.47200071811676
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,257,7168,39.93600010871887
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,257,7168,30.105599761009216
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,257,7168,29.900801181793213
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,257,7168,37.273600697517395
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,2,4096,257,7168,36.454400420188904
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,1,4096,257,7168,43.827199935913086
fp16,fp32,fp16,,0,k,k,n,256,64,128,64,2,2,4096,257,7168,45.06239891052246
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,1,4096,257,7168,35.21920144557953
fp16,fp32,fp16,,0,k,k,n,256,128,128,128,2,2,4096,257,7168,36.454400420188904
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,1,4096,257,7168,45.46560049057007
fp16,fp32,fp16,,0,k,k,n,256,192,128,192,2,2,4096,257,7168,45.529600977897644
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,1,4096,257,7168,57.75359869003296
fp16,fp32,fp16,,0,k,k,n,256,256,128,256,2,2,4096,257,7168,57.79839754104614
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,1,4096,7168,257,70.86079716682434
fp16,fp32,fp16,,0,k,k,n,128,64,64,64,2,2,4096,7168,257,62.25919723510742
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,1,4096,7168,257,55.295997858047485
fp16,fp32,fp16,,0,k,k,n,128,128,64,128,2,2,4096,7168,257,47.16159999370575
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,1,4096,7168,257,49.561598896980286
fp16,fp32,fp16,,0,k,k,n,128,192,64,192,2,2,4096,7168,257,47.10400104522705
fp16,fp32,fp16,,0,k,k,n,128,256,64,256,2,1,4096,7168,257,47.58400022983551
