in_dtype,acc_dtype,out_dtype,sf_dtype,sf_vec_size,a_major,b_major,c_major,mma_m,mma_n,cta_m,cta_n,cluster_m,cluster_n,m,n,k,runtime_us
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,2,4096,4096,16384,142.13119745254517
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,1,4096,7168,16384,394.649600982666
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,2,4096,7168,16384,410.62397956848145
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,1,4096,7168,16384,251.90401077270508
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,2,4096,7168,16384,258.4575891494751
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,1,4096,7168,16384,232.65280723571777
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,2,4096,7168,16384,251.4944076538086
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,1,4096,7168,16384,229.7856092453003
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,2,4096,7168,16384,228.14719676971436
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,1,4096,16384,7168,405.70878982543945
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,2,4096,16384,7168,450.3551959991455
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,1,4096,16384,7168,261.3312005996704
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,2,4096,16384,7168,286.31041049957275
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,1,4096,16384,7168,242.48321056365967
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,2,4096,16384,7168,258.46400260925293
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,1,4096,16384,7168,234.29760932922363
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,2,4096,16384,7168,259.27679538726807
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,1,16384,7168,4096,434.79042053222656
e2m1,fp32,fp32,e8m0,16,k,k,n,256,64,128,64,2,2,16384,7168,4096,513.0368232727051
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,1,16384,7168,4096,318.0543899536133
e2m1,fp32,fp32,e8m0,16,k,k,n,256,128,128,128,2,2,16384,7168,4096,352.87039279937744
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,1,16384,7168,4096,283.85279178619385
e2m1,fp32,fp32,e8m0,16,k,k,n,256,192,128,192,2,2,16384,7168,4096,312.1216058731079
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,1,16384,7168,4096,277.2991895675659
e2m1,fp32,fp32,e8m0,16,k,k,n,256,256,128,256,2,2,16384,7168,4096,302.4895906448364
